route_id,distance_km,base_hours,rainfall_mm,wind_speed_kmh,toll_queue_m,breakdown_flag,actual_hours,is_delayed
JNPT_TO_BHIWANDI,67.55,0.92,1.57,27.87,35.86,0,0.98,0
JNPT_TO_BHIWANDI,67.55,0.92,0.65,55.35,186.86,0,1.0,0
JNPT_TO_CHAKAN,136.67,1.75,10.39,39.47,322.1,0,2.08,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.57,20.94,126.29,0,13.69,0
JNPT_TO_CHAKAN,136.67,1.75,1.44,35.96,116.56,0,1.73,0
JNPT_TO_CHAKAN,136.67,1.75,1.14,32.04,59.3,1,6.29,1
JNPT_TO_CHAKAN,136.67,1.75,1.54,46.38,46.62,0,1.61,0
JNPT_TO_BHIWANDI,67.55,0.92,1.68,42.22,41.8,0,0.85,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.17,27.17,36.13,0,13.46,0
JNPT_TO_CHAKAN,136.67,1.75,0.95,39.81,167.11,0,1.68,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,2.27,10.8,13.01,0,14.49,0
BHIWANDI_TO_CHAKAN,156.03,1.93,6.72,17.32,125.21,0,1.81,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,7.28,28.19,14.66,0,11.92,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.54,44.2,15.6,0,14.87,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.88,48.37,326.83,0,13.51,0
JNPT_TO_BHIWANDI,67.55,0.92,1.91,34.39,28.47,0,1.01,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.26,39.14,35.78,0,13.8,0
JNPT_TO_CHAKAN,136.67,1.75,0.21,42.57,32.0,0,1.79,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.41,23.4,22.62,0,11.53,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.89,34.17,20.09,0,12.12,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.51,51.61,119.17,0,12.98,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.24,11.04,115.5,0,2.06,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.83,19.27,36.46,0,1.87,0
MUNDRA_TO_BHIWANDI,872.85,11.64,3.35,52.14,42.77,0,12.59,0
JNPT_TO_BHIWANDI,67.55,0.92,1.37,53.65,45.21,0,1.0,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.1,17.24,55.23,0,14.87,0
JNPT_TO_BHIWANDI,67.55,0.92,1.28,59.57,298.16,0,0.87,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.75,24.34,30.87,0,15.63,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.39,41.02,603.34,0,14.92,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.33,35.96,80.92,0,1.84,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.44,50.67,21.06,0,10.64,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.74,49.3,10.91,0,12.05,0
JNPT_TO_CHAKAN,136.67,1.75,0.34,20.04,11.84,0,1.69,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.75,22.65,213.74,0,2.21,0
JNPT_TO_CHAKAN,136.67,1.75,1.25,55.37,53.03,0,1.97,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.59,51.25,116.22,0,15.35,0
JNPT_TO_CHAKAN,136.67,1.75,0.05,34.92,56.99,0,2.06,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.28,23.09,11.69,0,1.99,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.93,58.15,64.66,0,15.59,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.05,35.73,33.26,0,13.24,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.48,54.07,57.8,0,11.17,0
JNPT_TO_BHIWANDI,67.55,0.92,1.38,11.23,111.44,0,0.94,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.66,35.51,148.66,0,2.04,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.73,48.01,20.89,0,2.28,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.58,36.79,132.55,0,13.93,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.16,26.36,79.62,0,14.82,0
JNPT_TO_BHIWANDI,67.55,0.92,0.78,37.37,200.63,0,1.0,0
JNPT_TO_CHAKAN,136.67,1.75,0.98,50.81,87.07,0,1.76,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.22,18.51,398.48,0,14.08,0
BHIWANDI_TO_CHAKAN,156.03,1.93,4.9,13.09,12.49,0,2.09,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.59,26.01,311.93,0,14.98,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.6,57.04,30.74,0,11.19,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.81,24.29,82.19,0,13.96,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.83,11.42,114.89,0,11.4,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.05,47.6,330.03,0,12.6,0
JNPT_TO_CHAKAN,136.67,1.75,1.95,52.89,6.4,0,1.59,0
JNPT_TO_BHIWANDI,67.55,0.92,0.14,16.42,168.86,0,1.0,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.08,12.91,28.99,0,13.36,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.87,22.85,33.72,0,2.08,0
JNPT_TO_CHAKAN,136.67,1.75,0.07,27.8,179.15,0,1.7,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.92,35.45,100.13,0,2.18,0
JNPT_TO_BHIWANDI,67.55,0.92,1.42,19.48,7.96,0,0.96,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.71,17.46,23.51,0,12.65,0
JNPT_TO_CHAKAN,136.67,1.75,0.95,55.15,34.48,0,2.0,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.4,58.2,10.27,0,2.09,0
JNPT_TO_BHIWANDI,67.55,0.92,1.56,53.8,4.58,0,0.85,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.07,15.15,6.71,0,1.98,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.5,57.06,44.09,0,11.28,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.54,50.77,585.42,0,12.89,0
JNPT_TO_BHIWANDI,67.55,0.92,0.1,15.71,113.41,0,0.94,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.88,14.15,85.57,0,12.6,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.92,59.24,55.52,0,10.62,0
JNPT_TO_CHAKAN,136.67,1.75,1.79,13.02,82.17,0,1.82,0
JNPT_TO_CHAKAN,136.67,1.75,0.3,34.83,12.02,0,1.71,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.21,30.8,20.8,0,2.04,0
JNPT_TO_CHAKAN,136.67,1.75,1.32,15.68,92.7,0,1.59,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.5,12.82,16.33,0,10.57,0
JNPT_TO_CHAKAN,136.67,1.75,17.32,40.65,134.73,0,3.63,1
BHIWANDI_TO_CHAKAN,156.03,1.93,1.8,21.1,9.98,0,1.97,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.82,12.59,92.18,0,13.37,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.29,54.55,215.43,0,14.45,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.4,56.71,31.01,0,2.32,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.61,48.81,100.87,0,13.43,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.47,33.33,147.51,0,1.79,0
JNPT_TO_CHAKAN,136.67,1.75,1.06,30.98,99.98,0,2.01,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.31,39.37,50.2,0,2.06,0
BHIWANDI_TO_CHAKAN,156.03,1.93,8.68,18.31,16.39,0,2.11,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.12,26.99,265.65,0,2.18,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.18,44.52,6.61,0,11.64,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.07,56.98,95.06,0,15.6,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.28,33.67,51.98,0,2.08,0
JNPT_TO_BHIWANDI,67.55,0.92,0.44,30.12,336.64,0,1.25,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.28,36.88,9.19,0,13.78,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.15,21.62,16.21,0,1.93,0
JNPT_TO_CHAKAN,136.67,1.75,0.9,33.64,136.32,0,1.88,0
JNPT_TO_BHIWANDI,67.55,0.92,0.53,22.11,27.1,0,1.09,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.58,23.1,180.22,0,12.66,0
JNPT_TO_CHAKAN,136.67,1.75,0.3,37.8,135.87,0,2.08,0
JNPT_TO_BHIWANDI,67.55,0.92,1.52,15.63,288.77,0,0.88,0
JNPT_TO_CHAKAN,136.67,1.75,1.0,22.82,18.5,0,1.73,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.95,53.85,136.64,0,13.11,0
JNPT_TO_BHIWANDI,67.55,0.92,1.7,16.58,115.23,0,1.1,0
MUNDRA_TO_BHIWANDI,872.85,11.64,5.94,10.73,80.29,0,11.23,0
JNPT_TO_BHIWANDI,67.55,0.92,1.13,33.41,104.63,0,1.06,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.01,55.34,48.54,0,11.39,0
JNPT_TO_BHIWANDI,67.55,0.92,1.83,20.27,293.82,0,0.94,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.56,48.5,75.48,0,2.18,0
JNPT_TO_BHIWANDI,67.55,0.92,0.49,15.3,70.3,0,0.85,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.88,21.77,80.87,0,14.96,0
MUNDRA_TO_BHIWANDI,872.85,11.64,7.45,26.48,46.58,0,13.37,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.41,51.24,10.21,0,2.11,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.72,29.6,74.39,0,2.13,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.81,59.27,28.32,0,1.74,0
JNPT_TO_CHAKAN,136.67,1.75,1.95,44.86,35.25,0,1.74,0
JNPT_TO_CHAKAN,136.67,1.75,9.94,51.11,121.44,0,1.93,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.67,15.55,75.65,0,11.45,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.21,40.32,4.22,0,2.11,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.86,55.6,4.54,0,11.28,0
BHIWANDI_TO_CHAKAN,156.03,1.93,4.36,30.47,85.07,0,2.28,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.34,49.01,155.8,0,2.26,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.45,20.65,47.98,0,11.63,0
JNPT_TO_CHAKAN,136.67,1.75,0.33,20.99,83.54,0,1.84,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.51,58.93,86.94,0,12.94,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.22,17.95,96.28,0,12.03,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.23,43.08,8.52,0,14.15,0
JNPT_TO_CHAKAN,136.67,1.75,1.41,35.07,26.82,0,2.08,0
JNPT_TO_CHAKAN,136.67,1.75,0.95,49.37,97.19,0,2.05,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.15,36.77,52.6,0,13.17,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.71,52.91,65.62,0,1.76,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.81,49.73,36.85,0,2.14,0
BHIWANDI_TO_CHAKAN,156.03,1.93,3.05,38.34,20.58,0,2.27,0
JNPT_TO_BHIWANDI,67.55,0.92,1.88,54.39,26.01,0,0.87,0
JNPT_TO_CHAKAN,136.67,1.75,0.61,23.54,46.36,0,1.74,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.53,15.59,108.59,0,12.04,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.51,58.62,34.93,0,12.75,0
JNPT_TO_CHAKAN,136.67,1.75,1.07,49.17,115.43,0,1.95,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.16,31.79,306.97,0,12.2,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.75,31.0,94.69,0,14.01,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.97,18.0,278.29,0,1.88,0
JNPT_TO_CHAKAN,136.67,1.75,0.89,49.29,300.05,0,2.01,0
JNPT_TO_BHIWANDI,67.55,0.92,0.13,27.12,0.68,0,0.97,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.83,30.93,55.86,0,1.82,0
JNPT_TO_CHAKAN,136.67,1.75,1.13,19.37,48.9,0,1.63,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.39,30.89,9.66,0,12.75,0
JNPT_TO_BHIWANDI,67.55,0.92,12.5,24.3,114.45,0,1.06,0
JNPT_TO_CHAKAN,136.67,1.75,10.86,59.08,248.2,0,1.71,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.31,22.21,14.34,0,2.05,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.93,18.49,168.78,0,12.17,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.58,58.33,84.99,0,14.6,0
JNPT_TO_BHIWANDI,67.55,0.92,0.31,41.21,199.04,0,0.9,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.55,39.67,0.68,0,2.14,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.75,10.08,47.94,0,2.03,0
JNPT_TO_BHIWANDI,67.55,0.92,3.53,15.1,186.11,0,1.04,0
JNPT_TO_BHIWANDI,67.55,0.92,1.74,42.0,4.18,0,1.0,0
JNPT_TO_CHAKAN,136.67,1.75,5.25,42.02,15.33,0,1.85,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.49,57.58,109.6,0,12.82,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.45,17.29,107.27,0,12.4,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.26,51.5,194.02,1,18.2,1
JNPT_TO_BHIWANDI,67.55,0.92,1.2,31.92,52.09,0,1.09,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.69,41.13,55.36,0,11.49,0
JNPT_TO_CHAKAN,136.67,1.75,0.81,22.41,34.8,0,1.65,0
JNPT_TO_CHAKAN,136.67,1.75,0.13,14.96,14.69,0,1.6,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.81,56.11,107.47,0,12.77,0
JNPT_TO_CHAKAN,136.67,1.75,0.61,21.75,135.41,0,1.71,0
JNPT_TO_BHIWANDI,67.55,0.92,3.56,34.84,71.42,0,0.98,0
BHIWANDI_TO_CHAKAN,156.03,1.93,12.24,59.9,85.81,0,1.87,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.23,57.6,55.55,0,1.79,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.53,17.58,144.48,0,14.61,0
BHIWANDI_TO_CHAKAN,156.03,1.93,7.35,53.82,56.45,0,2.16,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.64,15.04,280.7,0,10.52,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.26,58.98,13.03,0,13.7,0
JNPT_TO_CHAKAN,136.67,1.75,4.49,15.77,132.36,0,1.76,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.71,16.63,44.82,0,10.51,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.35,59.9,314.37,0,2.13,0
JNPT_TO_BHIWANDI,67.55,0.92,3.06,56.41,453.74,0,1.41,1
MUNDRA_TO_BHIWANDI,872.85,11.64,0.02,37.5,76.1,0,11.52,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.79,48.99,144.15,0,13.26,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,5.0,25.79,82.67,0,12.04,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.23,21.45,16.81,0,13.14,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.94,53.2,4.56,0,12.52,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.83,48.14,135.42,0,2.11,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.14,56.3,352.47,0,13.56,0
JNPT_TO_CHAKAN,136.67,1.75,15.8,33.25,34.49,0,3.46,1
MUNDRA_TO_BHIWANDI,872.85,11.64,1.45,16.31,55.68,1,15.4,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.47,48.52,116.59,0,15.75,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.01,53.25,3.1,0,11.1,0
JNPT_TO_CHAKAN,136.67,1.75,8.44,35.65,55.07,0,1.63,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.44,26.35,98.7,0,2.08,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.94,31.88,14.05,0,12.18,0
JNPT_TO_BHIWANDI,67.55,0.92,0.03,23.31,64.43,0,1.02,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.19,32.46,29.09,0,12.09,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.0,34.11,78.34,0,14.43,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.82,26.92,32.79,0,11.57,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.66,53.64,89.01,0,11.7,0
JNPT_TO_BHIWANDI,67.55,0.92,0.56,13.42,90.94,0,1.0,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.95,43.68,65.46,0,12.25,0
JNPT_TO_CHAKAN,136.67,1.75,1.8,20.59,36.3,0,1.75,0
JNPT_TO_BHIWANDI,67.55,0.92,4.47,57.93,16.4,0,1.07,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.76,28.36,81.16,0,11.18,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.77,10.2,56.55,1,6.18,1
BHIWANDI_TO_CHAKAN,156.03,1.93,1.6,19.25,118.72,0,1.79,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.88,48.22,140.74,0,11.01,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.75,30.94,71.94,0,12.46,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.17,30.51,103.0,0,15.81,0
JNPT_TO_CHAKAN,136.67,1.75,0.53,11.96,123.01,0,1.58,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.51,52.47,29.66,0,1.76,0
JNPT_TO_CHAKAN,136.67,1.75,1.12,47.65,64.01,0,1.79,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.85,34.0,9.17,0,12.04,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.91,33.75,133.3,0,13.55,0
JNPT_TO_BHIWANDI,67.55,0.92,1.8,20.85,40.43,0,1.01,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.78,56.72,22.83,0,11.75,0
JNPT_TO_BHIWANDI,67.55,0.92,0.27,58.46,15.53,0,1.0,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.53,36.26,84.28,0,2.14,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.96,22.75,110.89,0,12.6,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.52,29.3,11.92,0,1.8,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.45,15.51,133.74,0,15.15,0
JNPT_TO_CHAKAN,136.67,1.75,1.1,38.25,70.31,0,2.07,0
JNPT_TO_CHAKAN,136.67,1.75,0.43,27.38,30.13,0,1.76,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.22,45.77,7.39,0,12.82,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.99,59.07,26.09,0,10.55,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.11,12.45,147.43,0,14.75,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.61,36.46,15.57,0,2.23,0
JNPT_TO_CHAKAN,136.67,1.75,4.04,27.08,80.37,0,1.62,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.6,20.88,92.59,0,2.05,0
JNPT_TO_BHIWANDI,67.55,0.92,0.3,31.28,94.09,0,0.83,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,5.68,15.47,42.01,0,14.26,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.11,47.83,125.59,1,20.36,1
JNPT_TO_CHAKAN,136.67,1.75,1.4,52.66,31.9,0,1.75,0
JNPT_TO_BHIWANDI,67.55,0.92,1.61,13.74,32.87,0,0.84,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.77,29.19,193.51,0,12.08,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.23,19.36,123.69,0,11.24,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.77,49.48,35.09,0,1.94,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.97,23.28,123.17,0,12.42,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.42,18.2,214.45,0,11.51,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.02,18.78,541.84,0,12.61,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.0,48.62,17.29,0,11.74,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.07,44.34,9.78,0,12.92,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.81,13.01,450.3,0,14.14,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.64,17.27,63.99,0,2.22,0
JNPT_TO_CHAKAN,136.67,1.75,1.63,43.05,135.0,0,1.81,0
JNPT_TO_CHAKAN,136.67,1.75,0.99,38.34,33.09,0,1.86,0
BHIWANDI_TO_CHAKAN,156.03,1.93,10.12,48.84,42.85,0,2.17,0
JNPT_TO_BHIWANDI,67.55,0.92,5.43,56.25,102.09,0,0.88,0
BHIWANDI_TO_CHAKAN,156.03,1.93,13.35,53.59,31.66,0,2.3,0
MUNDRA_TO_BHIWANDI,872.85,11.64,3.41,48.58,5.74,0,13.0,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.17,34.33,173.79,0,12.45,0
JNPT_TO_CHAKAN,136.67,1.75,1.13,39.48,28.86,0,2.1,0
MUNDRA_TO_BHIWANDI,872.85,11.64,9.4,57.52,13.83,0,12.11,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,3.11,39.06,138.51,0,12.05,0
JNPT_TO_CHAKAN,136.67,1.75,0.7,40.15,18.08,0,1.88,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.62,28.02,82.82,1,7.93,1
JNPT_TO_CHAKAN,136.67,1.75,0.62,59.51,62.45,0,1.6,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.05,22.93,126.82,0,2.13,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.92,14.68,48.54,0,12.49,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.19,38.13,39.06,0,12.13,0
JNPT_TO_BHIWANDI,67.55,0.92,0.43,23.45,51.39,0,0.99,0
JNPT_TO_BHIWANDI,67.55,0.92,0.84,15.54,7.55,0,0.9,0
JNPT_TO_BHIWANDI,67.55,0.92,5.12,54.83,69.48,0,0.99,0
JNPT_TO_BHIWANDI,67.55,0.92,0.09,47.5,43.58,0,0.87,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.17,38.31,26.5,0,10.55,0
JNPT_TO_CHAKAN,136.67,1.75,1.06,11.22,184.79,0,2.0,0
JNPT_TO_BHIWANDI,67.55,0.92,0.1,47.46,61.33,0,0.85,0
JNPT_TO_CHAKAN,136.67,1.75,0.8,49.52,227.38,0,1.95,0
JNPT_TO_BHIWANDI,67.55,0.92,0.25,47.76,50.71,0,1.05,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.35,32.26,56.39,0,1.81,0
JNPT_TO_BHIWANDI,67.55,0.92,1.41,43.86,199.16,0,0.92,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.17,56.79,17.08,0,1.82,0
JNPT_TO_BHIWANDI,67.55,0.92,1.98,32.74,54.18,0,1.05,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.19,43.79,55.66,0,12.34,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.83,20.37,98.4,0,15.48,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.41,19.84,123.12,0,15.0,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.45,14.72,25.08,0,13.12,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.26,42.15,94.28,0,1.75,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.9,47.41,260.76,0,2.06,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.62,50.57,210.57,0,1.81,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.67,44.55,91.38,0,1.82,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.63,37.93,8.63,0,14.84,0
JNPT_TO_BHIWANDI,67.55,0.92,1.14,37.22,129.43,0,0.86,0
JNPT_TO_BHIWANDI,67.55,0.92,0.54,38.93,27.53,0,1.0,0
JNPT_TO_BHIWANDI,67.55,0.92,1.28,13.79,33.28,0,1.08,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,4.04,39.38,55.02,0,13.4,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.05,46.3,43.91,0,2.31,0
JNPT_TO_CHAKAN,136.67,1.75,1.21,18.93,26.59,0,1.97,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.43,47.83,522.74,0,12.47,0
JNPT_TO_CHAKAN,136.67,1.75,0.49,43.57,45.2,0,1.65,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.69,15.14,108.72,0,2.08,0
JNPT_TO_CHAKAN,136.67,1.75,0.05,32.94,123.7,0,1.88,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.01,52.17,3.78,0,13.32,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.28,52.72,56.31,0,11.8,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.97,55.74,57.5,1,18.25,1
JNPT_TO_BHIWANDI,67.55,0.92,1.14,45.69,15.17,0,0.93,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.88,19.95,43.58,0,12.75,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.22,36.2,11.34,0,2.14,0
JNPT_TO_BHIWANDI,67.55,0.92,5.09,59.6,10.01,0,0.95,0
MUNDRA_TO_BHIWANDI,872.85,11.64,5.82,24.76,111.58,0,12.71,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.07,48.76,223.32,0,10.63,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.8,29.16,86.79,0,15.29,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.64,45.36,103.54,0,12.51,0
JNPT_TO_CHAKAN,136.67,1.75,1.78,26.11,391.58,0,2.2,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.15,50.73,12.74,0,15.04,0
